,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Sales_normalised_by_year,Critic_normalised_by_year,User_normalised_by_year,Score
10606,Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0.0,0.03,0.07,0.01,0.1,65.0,78.0,0.010514018691588786,59.74,80.77,46.84017133956386
10612,Kelly Slater's Pro Surfer,XB,2002,Sports,Activision,0.08,0.02,0.0,0.0,0.1,80.0,80.0,0.005576208178438663,78.21,80.77,52.99519206939281
10615,NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1,49.0,31.0,0.0025344973246972683,34.67,25.61,20.0941781657749
10617,Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.1,37.0,41.0,0.004128440366972478,15.49,41.86,19.118042813455656
10618,Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1,25.0,35.0,0.0010906446921958315,0.0,26.58,8.860363548230731
10619,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,0.05,0.04,0.0,0.01,0.1,49.0,80.0,0.0038793103448275866,30.88,84.27,38.38462643678161
10621,Resident Evil: Revelations 2,XOne,2015,Action,Capcom,0.07,0.02,0.0,0.01,0.1,75.0,75.0,0.010514018691588786,72.73,76.92,49.88683800623053
10625,The Bard's Tale,XB,2004,Role-Playing,Ubisoft,0.08,0.02,0.0,0.0,0.1,75.0,88.0,0.004326923076923078,69.12,90.67,53.26477564102564
10628,Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0.0,0.01,0.1,78.0,83.0,0.004326923076923078,73.53,84.0,52.511442307692306
10643,Myst,DS,2007,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1,43.0,35.0,0.003966505068312033,30.77,33.33,21.36798883502277
10651,nail'd,X360,2010,Racing,Deep Silver,0.08,0.02,0.0,0.01,0.1,64.0,71.0,0.004128440366972478,53.52,76.74,43.42137614678899
10652,Tom Clancy's Splinter Cell,GBA,2003,Action,Ubisoft,0.07,0.03,0.0,0.0,0.1,77.0,86.0,0.012517385257301809,76.06,87.65,54.57417246175243
10653,Bullet Witch,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1,55.0,61.0,0.0010906446921958315,42.25,59.49,33.91369688156407
10654,Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.09,0.0,0.0,0.01,0.1,77.0,75.0,0.0025344973246972683,72.0,79.27,50.4241781657749
10655,Pinball Hall of Fame: The Williams Collection,3DS,2011,Misc,Crave Entertainment,0.09,0.0,0.0,0.01,0.1,67.0,73.0,0.006114130434782609,61.33,80.26,47.19870471014493
10656,Rolling Stone: Drum King,Wii,2009,Misc,505 Games,0.09,0.0,0.0,0.01,0.1,32.0,18.0,0.002747252747252747,18.99,10.71,9.90091575091575
10657,NBA Ballers: Rebound,PSP,2006,Sports,Midway Games,0.09,0.0,0.0,0.01,0.1,69.0,77.0,0.0010906446921958315,61.97,79.75,47.24036354823073
10659,Silent Scope Complete,XB,2004,Shooter,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.1,69.0,74.0,0.004326923076923078,60.29,72.0,44.09810897435898
10660,King's Field: The Ancient City,PS2,2001,Role-Playing,Metro 3D,0.05,0.04,0.0,0.01,0.1,60.0,85.0,0.006012024048096193,47.89,87.14,45.01200400801603
10663,Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,0.06,0.03,0.0,0.01,0.1,17.0,17.0,0.002747252747252747,0.0,9.52,3.1742490842490843
10670,Indigo Prophecy,XB,2005,Adventure,Atari,0.07,0.03,0.0,0.0,0.1,84.0,77.0,0.0038793103448275866,82.35,80.9,54.41795977011494
10677,Sneakers,XB,2002,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1,28.0,46.0,0.005576208178438663,11.54,37.18,16.24185873605948
10679,NHL 2K6,X360,2005,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,75.0,61.0,0.0038793103448275866,69.12,62.92,44.01462643678161
10682,X-Men: Destiny,Wii,2011,Action,Activision,0.07,0.02,0.0,0.01,0.1,36.0,45.0,0.006114130434782609,20.0,43.42,21.142038043478262
10683,College Hoops 2K6,XB,2005,Sports,Take-Two Interactive,0.07,0.02,0.0,0.0,0.1,82.0,92.0,0.0038793103448275866,79.41,97.75,59.05462643678161
10684,Contact,DS,2006,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1,73.0,82.0,0.0010906446921958315,67.61,86.08,51.230363548230734
10693,Harvey Birdman: Attorney at Law,PSP,2008,Adventure,Capcom,0.09,0.0,0.0,0.01,0.1,62.0,80.0,0.0025344973246972683,52.0,85.37,45.790844832441564
10697,Harry Potter and the Deathly Hallows - Part 2,PC,2011,Action,Electronic Arts,0.05,0.04,0.0,0.01,0.1,43.0,50.0,0.006114130434782609,29.33,50.0,26.445371376811593
10700,Predator: Concrete Jungle,XB,2005,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.1,46.0,80.0,0.0038793103448275866,26.47,84.27,36.91462643678161
10703,Opoona,Wii,2007,Role-Playing,Tecmo Koei,0.08,0.0,0.01,0.01,0.1,65.0,77.0,0.003966505068312033,58.97,81.61,46.861322168356104
10706,Universal Studios Theme Parks Adventure,GC,2001,Misc,Kemco,0.08,0.02,0.0,0.0,0.1,39.0,29.0,0.006012024048096193,18.31,7.14,8.485337341349366
10708,Steins;Gate,PSV,2013,Adventure,PQube,0.04,0.04,0.0,0.02,0.1,83.0,92.0,0.00427960057061341,83.33,100.0,61.111426533523534
10713,Rocky: Legends,XB,2004,Action,Ubisoft,0.07,0.02,0.0,0.0,0.1,67.0,52.0,0.004326923076923078,57.35,42.67,33.34144230769231
10721,Star Trek: Shattered Universe,PS2,2004,Simulation,Global Star,0.05,0.04,0.0,0.01,0.1,42.0,83.0,0.004326923076923078,20.59,84.0,34.86477564102564
10725,Ultra Street Fighter IV,PS4,2015,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1,71.0,59.0,0.010514018691588786,67.53,56.41,41.31683800623053
10726,EVE: Valkyrie,PS4,2016,Shooter,CCP,0.03,0.05,0.0,0.02,0.1,73.0,63.0,0.01187335092348285,67.74,63.24,43.66395778364116
10727,Dragon Ball: Evolution,PSP,2009,Fighting,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,28.0,9.0,0.002747252747252747,13.92,0.0,4.6409157509157515
10729,The Crew: Wild Run,PS4,2015,Action,Ubisoft,0.0,0.08,0.0,0.01,0.1,73.0,68.0,0.010514018691588786,70.13,67.95,46.03017133956386
10737,Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,53.0,60.0,0.0071428571428571435,38.03,59.74,32.59238095238096
10738,NeverDead,X360,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0.0,0.01,0.1,52.0,55.0,0.0065312046444121925,40.58,47.89,29.4921770682148
10740,MotoGP 07,PS2,2007,Racing,Capcom,0.05,0.04,0.0,0.01,0.1,62.0,91.0,0.003966505068312033,55.13,97.7,50.94465550168943
10741,Blades of Time,PS3,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1,53.0,72.0,0.0065312046444121925,42.03,71.83,37.95551040154814
10743,Thor: God of Thunder,3DS,2011,Action,Sega,0.06,0.03,0.0,0.01,0.1,55.0,42.0,0.006114130434782609,45.33,39.47,28.268704710144927
10748,Cubic Ninja,3DS,2011,Platform,Ubisoft,0.05,0.04,0.0,0.01,0.1,51.0,59.0,0.006114130434782609,40.0,61.84,33.94870471014493
10753,F1 2014,PC,2014,Racing,Codemasters,0.0,0.09,0.0,0.01,0.1,61.0,48.0,0.0071428571428571435,49.3,44.16,31.155714285714282
10755,Harvest Moon: Frantic Farming,DS,2009,Puzzle,Rising Star Games,0.08,0.0,0.0,0.01,0.1,72.0,68.0,0.002747252747252747,69.62,70.24,46.62091575091575
10758,Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Namco Bandai Games,0.06,0.0,0.03,0.0,0.1,63.0,66.0,0.002747252747252747,58.23,67.86,42.030915750915746
10760,Shining Force EXA,PS2,2007,Role-Playing,Sega,0.0,0.0,0.1,0.0,0.1,64.0,73.0,0.003966505068312033,57.69,77.01,44.9013221683561
10764,Digimon World DS,DS,2006,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,71.0,76.0,0.0010906446921958315,64.79,78.48,47.757030214897405
10767,MySims SkyHeroes,X360,2010,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,56.0,55.0,0.004128440366972478,42.25,58.14,33.46470948012232
10770,Guilty Gear Isuka,PS2,2004,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,73.0,75.0,0.004326923076923078,66.18,73.33,46.50477564102564
10775,Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,71.0,82.0,0.002747252747252747,68.35,86.9,51.75091575091576
10778,Shovel Knight,WiiU,2015,Platform,Yacht Club Games,0.05,0.04,0.0,0.01,0.1,88.0,83.0,0.010514018691588786,89.61,87.18,58.93350467289721
10784,Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.0,0.06,0.01,0.1,66.0,73.0,0.0071428571428571435,56.34,76.62,44.32238095238096
10789,MotoGP 2,XB,2003,Racing,THQ,0.07,0.02,0.0,0.0,0.1,87.0,85.0,0.012517385257301809,90.14,86.42,58.857505795085764
10798,Heatseeker,Wii,2007,Action,Codemasters,0.08,0.0,0.0,0.01,0.1,62.0,62.0,0.003966505068312033,55.13,64.37,39.83465550168944
10799,Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1,71.0,77.0,0.0010906446921958315,64.79,79.75,48.18036354823073
10801,Castlevania Double Pack,GBA,2006,Platform,Konami Digital Entertainment,0.07,0.03,0.0,0.0,0.1,86.0,84.0,0.0010906446921958315,85.92,88.61,58.1770302148974
10803,Samurai Warriors 4: Empires,PS4,2015,Action,Tecmo Koei,0.02,0.01,0.06,0.01,0.1,71.0,65.0,0.010514018691588786,67.53,64.1,43.880171339563866
10806,Steel Battalion,XB,2002,Simulation,Microsoft Game Studios,0.05,0.02,0.02,0.0,0.1,83.0,85.0,0.005576208178438663,82.05,87.18,56.41185873605948
10810,Power Stone Collection,PSP,2006,Action,Capcom,0.08,0.0,0.0,0.01,0.1,74.0,68.0,0.0010906446921958315,69.01,68.35,45.78703021489739
10811,Cartoon Network: Punch Time Explosion,3DS,2011,Fighting,Deep Silver,0.07,0.02,0.0,0.01,0.1,58.0,59.0,0.006114130434782609,49.33,61.84,37.05870471014493
10814,"Blast Works: Build, Trade, Destroy",Wii,2008,Shooter,Eidos Interactive,0.09,0.0,0.0,0.01,0.1,78.0,77.0,0.0025344973246972683,73.33,81.71,51.68084483244157
10817,SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,Ignition Entertainment,0.09,0.0,0.0,0.01,0.1,48.0,48.0,0.0010906446921958315,32.39,43.04,25.14369688156407
10819,Medieval II: Total War,PC,2006,Strategy,Sega,0.0,0.08,0.0,0.02,0.1,88.0,89.0,0.0010906446921958315,88.73,94.94,61.22369688156406
10821,Darkest of Days,X360,2009,Shooter,Phantom EFX,0.09,0.0,0.0,0.01,0.1,44.0,48.0,0.002747252747252747,34.18,46.43,26.870915750915753
10822,Skylanders Imaginators,XOne,2016,Platform,Activision,0.05,0.04,0.0,0.01,0.1,78.0,60.0,0.01187335092348285,75.81,58.82,44.88062445030783
10823,Minority Report: Everybody Runs,XB,2002,Action,Activision,0.07,0.02,0.0,0.0,0.1,54.0,50.0,0.005576208178438663,44.87,42.31,29.06185873605948
10824,NASCAR,PSP,2006,Racing,Electronic Arts,0.09,0.0,0.0,0.01,0.1,66.0,53.0,0.0010906446921958315,57.75,49.37,35.7070302148974
10826,One Piece: Burning Blood,PSV,2016,Fighting,Namco Bandai Games,0.0,0.02,0.07,0.0,0.1,62.0,78.0,0.01187335092348285,50.0,85.29,45.100624450307826
10828,Rio,X360,2011,Misc,THQ,0.05,0.03,0.0,0.01,0.09,60.0,70.0,0.005434782608695652,52.0,76.32,42.775144927536225
10832,Playboy: The Mansion,XB,2005,Simulation,Ubisoft,0.07,0.02,0.0,0.0,0.09,61.0,41.0,0.003448275862068966,48.53,40.45,29.66114942528736
10834,Disney's Aladdin in Nasira's Revenge,PS,2000,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,61.0,83.0,0.015122873345935728,48.61,86.59,45.07170762444864
10840,Barnyard,PS2,2006,Action,THQ,0.05,0.04,0.0,0.01,0.09,62.0,87.0,0.0009694619486185168,52.11,92.41,48.17365648731621
10841,Ultimate Marvel vs. Capcom 3,PS3,2011,Fighting,Capcom,0.0,0.04,0.04,0.01,0.09,80.0,62.0,0.005434782608695652,78.67,65.79,48.15514492753624
10842,MindJack,X360,2011,Shooter,Square Enix,0.07,0.02,0.0,0.01,0.09,43.0,12.0,0.005434782608695652,29.33,0.0,9.778478260869564
10843,Pac-Man World 3,GC,2005,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,66.0,73.0,0.003448275862068966,55.88,76.4,44.09448275862069
10847,Glory Days 2,DS,2007,Strategy,Ghostlight,0.08,0.0,0.0,0.01,0.09,73.0,73.0,0.0035257822829440288,69.23,77.01,48.74784192742766
10849,Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,0.09,0.0,0.0,0.01,0.09,71.0,79.0,0.005805515239477504,68.12,81.69,49.938601838413156
10850,Crash 'N' Burn,XB,2004,Racing,Eidos Interactive,0.07,0.02,0.0,0.0,0.09,65.0,64.0,0.003846153846153847,54.41,58.67,37.69461538461538
10856,Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,0.05,0.03,0.0,0.02,0.09,59.0,63.0,0.006349206349206349,46.48,63.64,36.70878306878307
10857,Hakuoki: Demon of the Fleeting Blossom,PSP,2009,Adventure,Idea Factory,0.08,0.0,0.0,0.01,0.09,79.0,83.0,0.0024420024420024416,78.48,88.1,55.52748066748067
10859,Speed Kings,PS2,2003,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.09,61.0,78.0,0.011126564673157162,53.52,77.78,43.77037552155772
10860,Dungeons,PC,2011,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09,65.0,46.0,0.005434782608695652,58.67,44.74,34.4718115942029
10861,Little League World Series Baseball 2008,Wii,2008,Sports,Activision,0.09,0.0,0.0,0.01,0.09,70.0,80.0,0.002252886510842016,62.67,85.37,49.34741762883695
10862,Winter Stars,X360,2011,Sports,Deep Silver,0.05,0.03,0.0,0.01,0.09,46.0,65.0,0.005434782608695652,33.33,69.74,34.35847826086956
10867,Bladestorm: The Hundred Years' War,X360,2007,Action,Tecmo Koei,0.08,0.01,0.0,0.01,0.09,63.0,68.0,0.0035257822829440288,56.41,71.26,42.55784192742765
10874,Burnout Paradise: The Ultimate Box,PC,2009,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.09,87.0,75.0,0.0024420024420024416,88.61,78.57,55.72748066748067
10877,Forever Kingdom,PS2,2001,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09,64.0,78.0,0.005344021376085504,53.52,77.14,43.555114673792026
10879,Altered Beast: Guardian of the Realms,GBA,2002,Action,THQ,0.07,0.02,0.0,0.0,0.09,63.0,48.0,0.004956629491945478,56.41,39.74,32.05165220983065
10881,The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,0.09,68.0,77.0,0.003448275862068966,58.82,80.9,46.57448275862069
10884,Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,Evolved Games,0.08,0.01,0.0,0.01,0.09,38.0,35.0,0.0024420024420024416,26.58,30.95,19.177480667480665
10885,Age of Empires II: The Age of Kings,PC,1999,Strategy,Microsoft Game Studios,0.01,0.08,0.0,0.01,0.09,92.0,90.0,0.007391763463569165,89.09,87.1,58.732463921154526
10886,Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,0.08,0.01,0.0,0.01,0.09,42.0,10.0,0.002252886510842016,25.33,0.0,8.444084295503613
10887,Shining Tears,PS2,2004,Role-Playing,Sega,0.05,0.04,0.0,0.01,0.09,61.0,65.0,0.003846153846153847,48.53,60.0,36.177948717948716
10889,MotoGP,XB,2002,Racing,THQ,0.07,0.02,0.0,0.0,0.09,84.0,84.0,0.004956629491945478,83.33,85.9,56.41165220983064
10890,Scaler,PS2,2004,Platform,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09,70.0,86.0,0.003846153846153847,61.76,88.0,49.92128205128205
10891,Halo 2,PC,2007,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.09,72.0,56.0,0.0035257822829440288,67.95,57.47,41.80784192742765
10893,Gradius V,PS2,2004,Shooter,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,82.0,85.0,0.003846153846153847,79.41,86.67,55.361282051282046
10895,Medal of Honor: Vanguard,Wii,2007,Shooter,Electronic Arts,0.06,0.03,0.0,0.01,0.09,56.0,70.0,0.0035257822829440288,47.44,73.56,40.33450859409431
10900,Beaterator,PSP,2009,Misc,Take-Two Interactive,0.06,0.02,0.0,0.02,0.09,80.0,78.0,0.0024420024420024416,79.75,82.14,53.964147334147334
10905,Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0.04,0.04,0.01,0.01,0.09,64.0,52.0,0.0036697247706422025,53.52,54.65,36.05788990825688
10909,Psychonauts,PS2,2005,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09,86.0,87.0,0.003448275862068966,85.29,92.13,59.14114942528736
10910,Code Lyoko: Quest for Infinity,Wii,2007,Action,Game Factory,0.07,0.01,0.0,0.01,0.09,58.0,85.0,0.0035257822829440288,50.0,90.8,46.93450859409432
10923,Digimon Rumble Arena 2,PS2,2004,Fighting,Atari,0.05,0.04,0.0,0.01,0.09,63.0,73.0,0.003846153846153847,51.47,70.67,40.714615384615385
10926,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.05,0.02,0.0,0.02,0.09,44.0,55.0,0.010554089709762533,20.97,51.47,24.15018469656992
10927,Ribbit King,PS2,2003,Sports,Atari,0.05,0.04,0.0,0.01,0.09,58.0,65.0,0.011126564673157162,49.3,61.73,37.01370885489105
10929,Alien Hominid,GC,2004,Shooter,O3 Entertainment,0.07,0.02,0.0,0.0,0.09,78.0,85.0,0.003846153846153847,73.53,86.67,53.401282051282045
10931,Rygar: The Battle of Argus,Wii,2008,Action,Rising Star Games,0.09,0.0,0.0,0.01,0.09,52.0,70.0,0.002252886510842016,38.67,73.17,37.28075096217028
10935,Ninja Gaiden Black,XB,2005,Action,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09,94.0,87.0,0.003448275862068966,97.06,92.13,63.06448275862069
10938,Touch Detective,DS,2006,Adventure,505 Games,0.06,0.02,0.0,0.01,0.09,60.0,68.0,0.0009694619486185168,49.3,68.35,39.21698982064954
10945,Trivial Pursuit unhinged,XB,2004,Misc,Atari,0.07,0.02,0.0,0.0,0.09,58.0,80.0,0.003846153846153847,44.12,80.0,41.37461538461539
10946,NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,0.08,0.0,0.0,0.01,0.09,67.0,38.0,0.0035257822829440288,61.54,36.78,32.774508594094314
10947,InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.09,46.0,76.0,0.0035257822829440288,34.62,80.46,38.36117526076098
10950,Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,59.0,86.0,0.011126564673157162,50.7,87.65,46.12037552155772
10953,Atari Classics Evolved,PSP,2007,Misc,Atari,0.08,0.0,0.0,0.01,0.09,64.0,60.0,0.0035257822829440288,57.69,62.07,39.92117526076098
10955,I-Ninja,GC,2003,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,77.0,76.0,0.011126564673157162,76.06,75.31,50.46037552155772
10960,Steins;Gate 0,PSV,2015,Adventure,PQube,0.0,0.03,0.05,0.01,0.09,86.0,93.0,0.009345794392523364,87.01,100.0,62.33978193146418
10964,Football Manager 2017,PC,2016,Simulation,Sega,0.0,0.09,0.0,0.01,0.09,81.0,43.0,0.010554089709762533,80.65,33.82,38.16018469656992
10966,Wild ARMs: Alter Code F,PS2,2003,Role-Playing,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,73.0,83.0,0.011126564673157162,70.42,83.95,51.46037552155772
10967,Army Corps of Hell,PSV,2011,Action,Square Enix,0.04,0.04,0.0,0.02,0.09,57.0,66.0,0.005434782608695652,48.0,71.05,39.685144927536236
10970,Shrek SuperSlam,XB,2005,Action,Activision,0.07,0.02,0.0,0.0,0.09,71.0,93.0,0.003448275862068966,63.24,98.88,54.04114942528736
10972,Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games,0.07,0.01,0.0,0.01,0.09,73.0,86.0,0.0035257822829440288,69.23,91.95,53.727841927427654
10977,Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,0.09,71.0,90.0,0.003448275862068966,63.24,95.51,52.91781609195402
10981,Metal Slug X,PS,2001,Shooter,Virgin Interactive,0.05,0.03,0.0,0.01,0.09,85.0,88.0,0.005344021376085504,83.1,91.43,58.17844800712536
10983,Romance of the Three Kingdoms X,PS2,2005,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,71.0,85.0,0.003448275862068966,63.24,89.89,51.04448275862069
10985,Prinny: Can I Really Be the Hero?,PSP,2008,Platform,Tecmo Koei,0.03,0.0,0.05,0.01,0.09,72.0,70.0,0.002252886510842016,65.33,73.17,46.16741762883695
10990,GripShift,PSP,2005,Racing,Ubisoft,0.08,0.0,0.0,0.01,0.09,70.0,87.0,0.003448275862068966,61.76,92.13,51.29781609195402
10992,Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,Aspyr,0.08,0.0,0.0,0.01,0.09,45.0,81.0,0.0024420024420024416,35.44,85.71,40.384147334147336
10998,Beowulf: The Game,PSP,2007,Action,Ubisoft,0.08,0.0,0.0,0.01,0.09,44.0,54.0,0.0035257822829440288,32.05,55.17,29.07450859409431
10999,Skies of Arcadia,DC,2000,Role-Playing,Sega,0.0,0.0,0.09,0.0,0.09,93.0,94.0,0.015122873345935728,93.06,100.0,64.35837429111531
11000,NASCAR: Dirt to Daytona,GC,2002,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09,85.0,73.0,0.004956629491945478,84.62,71.79,52.138318876497316
11003,Road Trip,PS2,2002,Racing,Play It,0.04,0.03,0.0,0.01,0.09,80.0,90.0,0.004956629491945478,78.21,93.59,57.26831887649731
11006,Jimmie Johnson's Anything With an Engine,X360,2011,Racing,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,65.0,88.0,0.005434782608695652,58.67,100.0,52.8918115942029
11012,echochrome,PSP,2008,Puzzle,Sony Computer Entertainment,0.0,0.01,0.08,0.0,0.09,79.0,77.0,0.002252886510842016,74.67,81.71,52.12741762883695
11013,Project Eden,PS2,2001,Action,Eidos Interactive,0.04,0.03,0.0,0.01,0.09,71.0,78.0,0.005344021376085504,63.38,77.14,46.8417813404587
11014,Riviera: The Promised Land,PSP,2006,Role-Playing,505 Games,0.07,0.0,0.02,0.01,0.09,68.0,77.0,0.0009694619486185168,60.56,79.75,46.77032315398287
11015,Digimon All-Star Rumble,PS3,2014,Fighting,Namco Bandai Games,0.06,0.02,0.0,0.02,0.09,49.0,58.0,0.006349206349206349,32.39,57.14,29.845449735449733
11018,Driver: Renegade,3DS,2011,Racing,Ubisoft,0.05,0.04,0.0,0.01,0.09,48.0,50.0,0.005434782608695652,36.0,50.0,28.668478260869563
11023,Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,0.05,0.03,0.0,0.02,0.09,43.0,45.0,0.006349206349206349,23.94,40.26,21.402116402116402
11024,Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,0.02,0.06,0.0,0.01,0.09,70.0,78.0,0.006349206349206349,61.97,83.12,48.36544973544974
11025,Ghosthunter,PS2,2003,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.09,69.0,87.0,0.011126564673157162,64.79,88.89,51.230375521557725
11027,Shadow of Destiny,PSP,2009,Adventure,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,54.0,82.0,0.0024420024420024416,46.84,86.9,44.580814000814
11028,Pro Evolution Soccer 2012,PC,2011,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.02,0.09,77.0,64.0,0.005434782608695652,74.67,68.42,47.69847826086957
11029,Mimana Iyar Chronicle,PSP,2009,Role-Playing,GungHo,0.07,0.0,0.01,0.01,0.09,45.0,58.0,0.0024420024420024416,35.44,58.33,31.257480667480667
11030,Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft,0.04,0.03,0.0,0.02,0.09,57.0,58.0,0.005434782608695652,48.0,60.53,36.17847826086956
11032,Def Jam Fight For NY: The Takeover,PSP,2006,Action,Electronic Arts,0.08,0.0,0.0,0.01,0.09,79.0,82.0,0.0009694619486185168,76.06,86.08,54.046989820649536
11034,Tom Clancy's EndWar,DS,2008,Strategy,Ubisoft,0.08,0.01,0.0,0.01,0.09,69.0,58.0,0.002252886510842016,61.33,58.54,39.95741762883694
11038,JASF: Jane's Advanced Strike Fighters,X360,2011,Simulation,Deep Silver,0.06,0.02,0.0,0.01,0.09,45.0,45.0,0.005434782608695652,32.0,43.42,25.141811594202903
11040,Astro Boy: Omega Factor,GBA,2003,Action,THQ,0.06,0.02,0.0,0.0,0.09,85.0,86.0,0.011126564673157162,87.32,87.65,58.32704218822439
11041,Disgaea Infinite,PSP,2010,Adventure,Nippon Ichi Software,0.07,0.0,0.01,0.01,0.09,64.0,44.0,0.0036697247706422025,53.52,45.35,32.95788990825688
